1,9455
1,34113
1,65418
1,81579
1,84544
1,94482
2,18458
2,27818
2,30227
2,71901
2,73222
2,84438
3,966
3,37955
3,42680
3,67574
3,67921
3,98057
4,48
4,3232
4,25010
4,61140
4,83860
4,88176
5,1794
5,10190
5,41151
5,78719
5,82081
5,85109
6,59
6,5212
6,10604
6,23689
6,64621
6,89659
7,10647
7,16458
7,22786
7,51705
7,65131
7,72079
8,1292
8,2076
8,7643
8,13539
8,37997
8,70106
9,5649
9,45933
9,49217
9,52404
9,58938
9,82455
10,4914
10,20987
10,26543
10,32837
10,34219
10,86810
11,6603
11,14210
11,42464
11,48303
11,72849
11,96832
12,1442
12,7404
12,53478
12,56717
12,65577
12,70690
13,4503
13,5068
13,13523
13,39135
13,46867
13,54133
14,13749
14,17561
14,34961
14,52900
14,55978
14,71264
15,3343
15,13478
15,22249
15,32850
15,38400
15,70595
16,3949
16,10165
16,15886
16,64443
16,68013
16,69889
17,18594
17,35337
17,54256
17,71868
17,77187
17,81814
18,6725
18,7095
18,39441
18,42318
18,55861
18,68017
19,5192
19,12601
19,17070
19,46654
19,72851
19,73187
20,11311
20,37034
20,52009
20,53001
20,66850
20,72264
21,4626
21,9821
21,27956
21,40423
21,44723
21,90323
22,6006
22,21370
22,34160
22,61064
22,64595
22,87279
23,4487
23,30538
23,39884
23,49574
23,49981
23,58016
24,20290
24,30588
24,40741
24,42886
24,43363
24,80065
25,8363
25,30297
25,58612
25,71008
25,72783
25,76310
26,3026
26,18852
26,45151
26,68794
26,81064
26,89662
27,3655
27,13957
27,33477
27,38615
27,61401
27,67571
28,1788
28,4877
28,13110
28,17209
28,70675
28,77071
29,2614
29,3238
29,40020
29,42874
29,48626
29,60644
30,675
30,12691
30,19095
30,28423
30,47113
30,47200
31,5772
31,8192
31,44101
31,62230
31,77257
31,90682
32,7310
32,10061
32,28294
32,60008
32,94043
32,97332
33,12605
33,22178
33,52460
33,58534
33,69974
33,83522
34,2643
34,12657
34,26729
34,58030
34,61620
34,90424
35,14159
35,16298
35,24598
35,32392
35,55151
35,76532
36,12629
36,19218
36,25970
36,54454
36,91761
36,93401
37,173
37,6871
37,9511
37,24461
37,47686
37,89528
38,2976
38,12878
38,19635
38,24346
38,38784
38,87317
39,1578
39,3976
39,18881
39,19786
39,57963
39,79084
40,15923
40,45699
40,47399
40,49310
40,66461
40,87560
41,129
41,5413
41,19829
41,67067
41,67481
41,72909
42,5558
42,8407
42,10668
42,23605
42,78855
42,84133
43,20393
43,39153
43,47557
43,51822
43,67936
43,76278
44,15411
44,16377
44,19571
44,29336
44,48667
44,55997
45,3006
45,5173
45,43914
45,46749
45,79076
45,81489
46,11308
46,15589
46,27563
46,27750
46,81014
46,95599
47,17514
47,27483
47,34642
47,56358
47,57239
47,90446
48,2936
48,3232
48,21177
48,35626
48,99691
49,43872
49,53920
49,57568
49,64606
49,65618
49,70435
50,6851
50,20658
50,49263
50,69332
50,81632
50,84761
51,19337
51,42174
51,67887
51,68956
51,77226
51,89678
52,2173
52,5652
52,15417
52,22327
52,56004
52,82511
53,17048
53,18613
53,20168
53,24136
53,42292
53,77136
54,30605
54,33534
54,60706
54,73253
54,90432
54,92261
55,15648
55,18044
55,37091
55,41773
55,78436
55,84933
56,17800
56,25141
56,43750
56,58579
56,75540
56,86235
57,2244
57,6260
57,26094
57,28863
57,32848
57,98145
58,57006
58,61599
58,74043
58,74853
58,81414
58,93441
59,2368
59,22400
59,25403
59,58018
59,81122
60,1406
60,5968
60,24769
60,26604
60,32374
60,59170
61,1018
61,4961
61,6290
61,16502
61,30832
61,89068
62,4843
62,7547
62,28007
62,39329
62,65092
62,89181
63,7686
63,14580
63,19467
63,57343
63,76818
63,97564
64,1199
64,19403
64,21905
64,44416
64,65327
64,79680
65,21632
65,22271
65,33493
65,35613
65,69413
65,78897
66,1853
66,8279
66,14138
66,14421
66,18897
66,25065
67,921
67,4298
67,10869
67,27852
67,42532
67,78917
68,1490
68,1914
68,31361
68,49496
68,84152
68,85549
69,3348
69,7558
69,57825
69,63067
69,69318
69,71043
70,11235
70,33475
70,73407
70,75273
70,79899
70,86579
71,5363
71,11250
71,17940
71,31712
71,39068
71,84905
72,6204
72,7079
72,7642
72,13143
72,17418
72,61751
73,6024
73,21693
73,21900
73,36221
73,49914
73,93946
74,3085
74,18881
74,28764
74,42314
74,43421
74,51127
75,34047
75,34581
75,80322
75,97178
75,98228
75,98393
76,5304
76,24235
76,34669
76,41024
76,60271
76,69303
77,730
77,14499
77,18682
77,25849
77,47333
77,55649
78,1710
78,11051
78,25936
78,42666
78,56240
78,87960
79,9603
79,11129
79,14034
79,27015
79,42773
79,97058
80,8452
80,21660
80,34066
80,51464
80,54273
80,96461
81,3272
81,12483
81,15350
81,28561
81,83132
81,95797
82,11091
82,12042
82,16714
82,52176
82,56855
82,86827
83,5447
83,11358
83,45212
83,81762
83,84588
83,90877
84,368
84,18910
84,25245
84,56915
84,68615
