1,159
2,92
3,156
4,352
5,357
6,23
7,133
8,95
9,37
10,111
11,132
12,94
13,200
14,307
15,21
16,38
17,4
18,373
19,95
20,223
21,106
22,58
23,41
24,7
25,131
26,183
27,81
28,288
29,55
30,279
31,25
32,39
33,94
34,163
35,47
36,22
37,26
38,367
39,56
40,198
41,19
42,79
43,73
44,358
45,182
46,53
47,255
48,352
49,5
50,294
51,80
52,114
53,48
54,315
55,70
56,164
57,171
58,49
59,13
60,72
61,72
62,25
63,368
64,155
65,306
66,55
67,25
68,40
69,139
70,369
71,48
72,336
73,311
74,56
75,42
76,2
77,61
78,74
79,80
80,210
81,17
82,75
83,282
84,153
85,59
86,228
87,349
88,215
89,123
90,331
91,73
92,8
93,284
94,298
95,136
96,17
97,3
98,29
99,285
100,345
101,38
102,41
103,140
104,140
105,56
106,10
107,15
108,56
109,263
110,11
111,57
112,62
113,305
114,77
115,42
116,58
117,172
118,219
119,304
120,277
121,165
122,62
123,77
124,11
125,9
126,307
127,20
128,174
129,19
130,390
131,3
132,170
133,205
134,120
135,294
136,21
137,154
138,150
139,50
140,20
141,237
142,55
143,323
144,16
145,269
146,232
147,94
148,213
149,13
150,16
151,102
152,150
153,14
154,34
155,288
156,122
157,66
158,6
159,86
160,185
161,223
162,15
163,92
164,135
165,18
166,14
167,20
168,198
169,14
170,255
171,367
172,104
173,26
174,36
175,233
176,11
177,2
178,17
179,106
180,151
181,62
182,367
183,70
184,220
185,177
186,28
187,39
188,73
189,31
190,28
191,224
192,145
193,26
194,134
195,20
196,137
197,82
198,134
199,114
200,334
201,117
202,354
203,104
204,16
205,194
206,271
207,96
208,20
209,20
210,1
211,247
212,53
213,355
214,307
215,46
216,271
217,98
218,181
219,72
220,396
221,195
222,96
223,105
224,72
225,31
226,181
227,31
228,80
229,51
230,397
231,373
232,330
233,88
234,55
235,276
236,75
237,156
238,106
239,13
240,200
241,54
242,9
243,89
244,74
245,205
246,61
247,187
248,358
249,16
250,29
251,388
252,103
253,303
254,277
255,125
256,196
257,81
258,167
259,7
260,49
261,103
262,90
263,371
264,20
265,7
266,176
267,126
268,113
269,264
270,49
271,215
272,202
273,190
274,190
275,331
276,62
277,89
278,342
279,43
280,21
281,40
282,123
283,148
284,196
285,140
286,155
287,285
288,67
289,261
290,304
291,239
292,19
293,275
294,20
295,324
296,47
297,280
298,207
299,80
300,47
301,45
302,63
303,207
304,222
305,274
306,37
307,375
308,147
309,90
310,143
311,205
312,33
313,276
314,28
315,107
316,209
317,252
318,21
319,22
320,48
321,390
